word,translation
399029,"vt. 照亮, 点亮, 减轻, 使轻松, 闪出\nvi. 发亮, 打闪, 变轻"
399038,"n. 点火者, 点灯工人, 打火机, 驳船\nvt. 以驳船搬运"
399072,n. 灯塔
399081,"n. 照明, 照明设备, 舞台灯光"
399108,"adv. 轻轻地, 少许, 不费力地"
399118,n. 闪电\nvi. 闪电\na. 闪电的
399145,n. （供食用的）家畜的肺脏；灯光（light的复数）
399160,"n. 不到平均重量的人/物, 轻量级, 无足轻重的人, 性格不够强的人\na. 平均重量以下的, 重量轻的\n[计] 轻便的, 轻量的"
399179,"a. 似木的, 木质的, 木制的\n[医] 木样的"
399331,"a. 相似的, 同样的\nvt. 喜欢, 愿意, 想\nvi. 喜欢, 希望\nn. 爱好, 同样的人(或物)\nprep. 象, 如同\nadv. 可能"
399427,"a. 可爱的, 值得喜欢的, 迷人的"
399431,"n. 可能, 可能性"
399437,"a. 有可能的, 合适的, 前途有望的\nadv. 或许, 可能"
399439,"vt. 比喻, 比拟"
399441,"n. 相象, 相似物, 样子"
399451,"adv. 同样地, 也"
399453,"n. 爱好, 嗜好"
399462,"n. 丁香, 丁香花, 淡紫色\na. 淡紫色的"
399480,n. 莉莉（女子名）
399575,"n. 百合, 百合花\na. 洁白的, 纯白色的, 纯洁的"
399624,"n. 四肢, 枝干, 翼, 边缘\nvt. 切断...之手足"
399641,"a. 柔软的, 敏捷的, 富于弹性的\nvt. 使柔软\nvi. 做准备活动"
399664,"n. 地狱边缘, 监狱, 忘却\n[法] 监狱, 拘禁, 忘却"
399686,"n. 石灰, 粘鸟胶, 酸橙\nvt. 以石灰处理, 粘鸟胶于, 撒石灰"
399785,"n. 石灰光, 石灰光灯, 以石灰光灯照射的舞台\nvt. 使受到注目, 使显露头角"
399799,n. 五行打油诗
399812,n. 石灰石\n[化] 石灰石
399862,"n. 界限, 边界, 限度, 极限, 限制\nvt. 限制, 限定"
399931,"n. 限制, 缺陷, 限额\n[医] 限界, 限制, 限度"
399954,"a. 有限制的, 有限的, 有限责任的\nn. 特别快车"
399979,n. 发行额有限的限定版
400054,a. 限制的\n[电] 极限
400096,"a. 无限的, 无界限的"
400116,"vt. 描写, 描绘"
400128,"n. 画家, 画匠"
400164,[医] 柠檬
400204,n. 轿车
400208,"n. 跛行\na. 柔软的, 无力的, 软弱的\nvi. 跛行"
400222,"a. 清澈的, 透明的, 平静的"
400292,n. 林肯
400304,n. 林肯郡(英格兰郡名)
400322,n. 琳达（女子名）
400353,"n. 椴, 菩提树\n[医] 椴树(菩提树)"
400407,n. 林德赛（人名）
400416,"n. 列, 线, 绳, 电线, 线路, 路线, 航线, 作业线, 界线, 战线, 外形, 排, 家系\nvt. 排成一行, 顺...排列, 划线于, 加衬里, 使有线条, 使起皱纹\nvi. 排队\n[计] 线路"
400738,n. 一排人
400797,"n. 血统, 直系\n[法] 血统, 世系"
400799,"a. 直系的, 正统的, 嫡出的\n[法] 直系的, 世袭的, 继承的"
400814,"n. <正>（面部等的）特征, 轮廓"
400815,"a. 线的, 直线的, 线状的\n[计] 线性"
401028,n. 中后卫球员
401056,"n. 线务员, 线路工人, 护路工, 养路工"
401058,"n. 亚麻布, 亚麻线, 亚麻制品\na. 亚麻布制的, 亚麻的"
401077,"n. 班机, 划线者, 定期船, 衬里\n[化] 衬垫"
401109,"n. 常备步兵, 线路保养工, 边线裁判员"
401117,"n. 阵容, 阵形, 布阵, 一组人"
401151,"vi. 逗留, 消磨, 徘徊\nvt. 消磨"
401159,n. 女式内衣
401160,a. 拖延的
401189,"a. 舌的, 舌音的, 语言的\nn. 舌音"
401258,n. 语言学家
401260,"a. 语言的, 语言学的\n[计] 语言的, 语言学的"
401295,n. 语言学
401372,"n. 衬里, 内层, 衬垫\n[化] 衬里"
401390,"n. 环, 连结物, 链接, 火把\nvt. 连结, 联合, 挽住\nvi. 连接起来\n[计] 连接, 链路"
401488,n. 联系
401490,"n. 联合, 连锁, 结合, 联动\n[计] 连接"
401519,a. 连接的；显示连环遗传的；联合的
401610,"n. 油地毡, 漆布\n[化] 油毡"
401655,"n. 绷带用麻布, 皮棉\n[医] 绒布(外科用布)"
401711,"n. 狮子, 狮子(星)座, 国际狮子会会员"
401725,最大的份额
401752,"vt. 将...以名人待之, 游览...的名胜\nvi. 结交名流"
401760,n. 腰角；雄狮；狮子（lion的复数）
401774,"n. 唇, 口缘, 唇状构造\nvt. 以嘴唇碰, 轻轻说出\na. 口头上的\n[计] 大型互连网信息包"
401796,口惠
401866,"n. 脂类, 类脂物, 脂质\n[化] 类脂"
402216,"n. 口红, 唇膏\n[机] 口红"
402286,"v. (使)溶解, (使)液化"
402295,n. 利口酒\n[医] 香酒
402299,"n. 液体, 流体, 流音\na. 液体的, 透明的, 明亮的, 流动的, 易变的"
402636,"vt. 偿付, 清算, 扫除, 整理, 变卖, 消灭\nvi. 清算, 清理"
402655,"n. 偿还, 偿付, 清算\n[化] 液化"
402689,"n. 流动性, 流畅\n[经] 流动性"
402733,"n. 酒, 液体, 汁, 溶液\nvt. 浸水\nvi. 喝酒"
402925,n. 里拉
402956,n. 丽莎（女子名）
403032,"a. 柔软的, 敏捷的"
403039,"n. 目录, 名单, 明细表, 布条, 条纹, 列表, 序列, 数据清单\nvt. 列出, 列于表上, 记入名单内, 装布条\nvi. 列于表上\n[计] 列表, 序列, 数据清单"
403157,"a. 列出的\n[经] 上市的, 已登录的, 表列的"
403173,"vi. 听, 倾听, 听从\nn. 听, 倾听"
403189,"n. 收听者, 听众"
403194,"n. 听, 监听\na. 助听用的"
403235,"[计] 列表, 清单, 编目\n[经] 挂牌, 上市, 编表"
403252,"a. 倦怠的, 无精打采的\n[经] 交易清淡的"
403281,"n. 连祷, 连续"
403299,n. 公升\n[化] 升
403304,"n. 读写能力, 识字, 精通文学"
403306,"a. 逐字的, 字面上的, 文字的, 字母的\nn. 印刷错误\n[计] 文字"
403353,"adv. 逐字地, 按照字面上地, 不夸张地"
403359,"a. 文学的, 文艺的, 精通文学的\n[法] 文学的, 从事文学的, 从事写作的"
403378,"n. 学者\na. 有读写能力的, 精通文学的, 受过教育的"
403383,n. 文人（literatus的复数）；文学界
403388,"n. 文学, 文艺, 著作\n[经] 广告, 商品介绍等文学"
403414,a. 柔软的
403645,"n. 平版印刷品, 石版画\nvt. 以平版印刷"
403750,"n. 岩石圈, 陆界\n[化] 岩石圈"
403805,n. 立陶宛
403815,"a. 诉讼的\nn. 诉讼当事人, 诉讼关系人"
403824,"n. 诉讼, 起诉\n[经] 诉讼, 纠葛"
403876,"n. 升, 公升\n[计] 升"
403894,"n. 垃圾, 杂乱, 轿, 担架\nvt. 乱丢, 铺草, 弄乱\nvi. 产仔, 乱丢垃圾"
403920,"n. 一点点, 少许, 一会儿, 短时间\na. 小的, 很少的, 幼小的, 琐碎的, 短暂的, 矮小的\nadv. 很少, 稍微, 完全不"
403948,n. 小指
404034,"a. 海滨的, 湖岸的, 沿海的\nn. 沿海地, 沿海地区"
404091,"a. 活的, 生动的, 精力充沛的, 实况转播的\nvi. 活, 生存, 居住\nvt. 过着, 度过, 经历\nadv. 实况地"
404251,"n. 生计, 营生, 生活"
404257,"a. 活泼的, 鲜明的, 生动的"
404269,"n. 肝脏, 生活者, 居民\n[医] 肝"
404328,n. 利物浦
404343,"n. 制服, 侍从\na. 象肝的, 有肝病症状的"
404358,"n. 家畜\n[经] 牲畜, 家畜"
404375,a. 铁青的\n[医] 青紫的
404387,"n. 生活, 生计, 生存\na. 活的, 逼真的, 现存的"
404419,"客厅, 起居室"
404422,n. 生活标准
404442,n. 起居室
404493,n. 莉斯（女子名）
404495,n. 蜥蜴\n[医] 蜥蜴
404515,abbr. 救生短上衣（Life Jacket）；上诉法院法官（Lord Justice）
404578,n. 劳埃德（男子名）
404666,"interj. 瞧, 看"
404683,"n. 负荷, 担子, 重担, 装载量, 负载, 工作量, 加载\nvt. 装载, 装填, 使担负\nvi. 装货, 上客, 装料\n[计] 加载, 装入程序"
404836,"a. 有负载的, 有含蓄的, 加重的, 不公正的, 偏袒的, 喝醉了的, 富有的\n[计] 有负载的"
404870,"n. 装载, 装填\n[化] 填充剂"
404933,"n. 一条面包, 块, 游荡\nv. 游手好闲, 虚度光阴"
404946,n. 壤土\nvt. 用土填
404960,"n. 贷款, 借出\nv. 借, 供应货款, 借给"
405063,n. 借贷；贷款（loan的复数形式）
405082,"a. 不情愿的, 厌恶的"
405083,"vt. 厌恶, 憎恶"
405094,"a. 讨厌的, 可恶的, 令人憎恶的"
405103,"vt. 把球挑高\nvi. 蹒跚地走\nn. 笨人, 高球"
405131,"n. 大厅, 休息室, 游说议员者\nvi. 游说议员, 游说\nvt. 游说"
405133,vi. 为了支持或抵制某项特定目标游说（lobby的现在分词形式）
405136,n. 说客\n[法] 院外活动集团成员
405140,"n. 叶, 耳垂, 裂片\n[医] 叶"
405271,n. 龙虾
405361,"a. 地方性的, 当地的, 局部的, 乡土的, 本地的\nn. 当地居民, 本地新闻, 局部\n[计] 本地的"
405384,"n. 地方当局, 地方政权"
405562,n. 当地时间
405589,"n. 现场, 场所\n[计] 场所"
405611,"n. 地方, 所在, 位置\n[法] 位置, 场所, 地区"
405656,"adv. 地方性地, 局部性地, 在当地"
405680,"vt. 找出, 设于, 位于\nvi. 定居"
405685,"a. 处于, 位于；坐落的"
405702,"n. 位置, 场所, 特定区域\n[计] 位置"
405730,n. 位置；定位件；地点（location的复数）
405747,"n. 湖, 海湾"
405799,"n. 锁, 刹车, 水闸, 一缕头发\nvt. 锁, 锁上, 拘禁, 隐藏, (用锁等)拴住, 刹住\nvi. 锁住, (齿轮等)啮合, (船)过闸"
405884,n. 洛克（姓氏）
405891,a. 上锁的；不灵活的；下定决心的
405917,"n. 抽屉, 小柜, 上锁人\n[机] 锁柜"
405919,衣帽间
406038,vt. 移动；行动
406042,"n. 运动, 移动, 旅行\n[医] 行动, 运动"
406043,"n. 火车头, 机车\na. 运转的, 火车头的, 移动的"
406065,n. 疯草
406090,"n. 轨迹；地点, 所在地"
406110,"n. 蝗虫, 蚱蜢, 蝉"
406122,"n. 语言表达方式, 语言风格"
406131,"n. 矿脉, 水路, 排水沟"
406141,"n. 小屋, 门房, 支部, 旅舍, 分会\nvi. 临时住宿, 倒伏, 寄宿, 投宿\nvt. 安顿, 容纳, 提出, 把...射入, 存放"
406168,"n. 寄宿者, 房客\n[法] 寄宿人"
406171,"n. 寄宿处, 寄宿\n[法] 提起, 住所"
406258,"n. 阁楼, 鸽房, 楼上\nvt. 储存于阁楼上\nvi. 将球高击"
406277,"a. 高的, 傲慢的, 崇高的, 高级的, 玄虚的"
406278,"n. 记录, 圆木, 日志, 计程仪\nvt. 伐木, 切, 航行\nvi. 伐木\n[计] 日志"
406414,"n. 樵夫, 圆木装车机\n[计] 记录器"
406427,"n. (木材)采运作业, (事物状况的)记录\n[经] 测井"
406433,"n. 逻辑, 逻辑学, 推理的方法, 推理, 逻辑性\n[计] 逻辑"
406480,"a. 合乎逻辑的, 合理的\n[法] 逻辑的, 符合逻辑的"
406555,"adv. 逻辑, 合乎逻辑, 符合逻辑, 逻辑上, 有逻辑, 有逻辑头脑, 合理, 明智"
406582,"a. 逻辑的, 后勤学的"
406593,"n. 后勤学, 后勤\n[医] 后勤学"
406600,"n. 拥挤, 行不通, 为许多圆木材所阻"
406608,"n. 连合活字, 商标, 徽标\n[计] 徽标"
406697,"n. 腰部, 腰肉\n[医] 腰[部]"
406713,"v. 闲荡, 虚度, 徘徊"
406757,"vi. 懒散地闲荡, 垂下头, 伸舌\nvt. 垂, 伸, 靠着"
406871,n. 伦敦
406907,n. 伦敦人
406916,"a. 孤单的, 孤立的, 单身的, 寂寞的"
406935,"n. 寂寞, 孤独, 清静"
406937,"a. 孤单的, 孤寂的, 荒凉的"
406942,"n. 喜孤独的人, 不合群的动物"
406950,"a. 长的, 长久的, 冗长的, 做多头的\nvi. 渴望, 热望, 极想\nadv. 长久, 始终\nn. 长时间, 长信号, 长整型\n[计] 长, 长整型"
407169,"a. 长途的, 长途电话的"
407205,[计] 长途线
407217,a. 持久的；持续的；长期的
407250,"a. 远程的, 远大的, 长期的\n[化] 远程的"
407296,a. 长期存在的
407303,"a. 坚忍的\nn. 忍耐, 坚忍"
407397,"a. 气息长的, 冗长的, 罗唆的"
407442,adv. 比较久
407453,"n. 长命, 长寿, 寿命\n[医] 长寿"
407487,"n. 渴望, 热望, 憧憬\na. 渴望的, 热望的"
407508,"n. 经度, 经线\n[电] 经度"
407511,"a. 经度的, 经线的, 纵的\n[医] 纵的"
407635,"a. (已持续)长时间的,为时甚久的\nadv. 长久"
407698,n. 卢牌戏
407716,"n. 一看, 神色, 样子, 面容\nvi. 看, 注意, 朝着, 显得\nvt. 打量, 看上去与...一样, 以眼色(或脸色)显示, 期待"
407722,"目送, 照顾, 关心"
407730,"看, 考虑, 着眼于"
407758,"寻找, 期待"
407764," 期望, 盼望"
407896,"n. 注意, 前途, 了望台, 景色\n[法] 看守, 守望"
407908,"n. 织布机, 若隐若现的景象\nvi. 朦胧地出现, 隐约可见, 可怕地出现"
407919,"n. 懒人, 潜鸟, 笨蛋"
407931,"a. 发狂的, 极蠢的\nn. 疯子"
407935,"n. 环, 圈, 弯曲部分, 循环\nvt. 使成环, 以圈结, 以环连结\nvi. 打环, 翻筋斗\n[计] 循环"
408077,"n. 枪眼, 小窗, 换气孔"
408093,"n. 发射, 放任, 放纵\na. 宽松的, 松的, 宽的, 不牢固的, 散漫的, 自由的, 不精确的\nvt. 释放, 放枪, 开船\nvi. 变松, 开火\nadv. 松散地"
408107,n. 未了结的部分
408169,"adv. 松弛地, 宽松地, 不紧"
408183,"vt. 放松, 松开, 解除\nvi. 变松, 松弛"
408204,"n. 赃物, 洗劫, 抢夺\nv. 洗劫, 抢夺"
408223,v. (使)大步慢跑\nn. 大步慢跑
408287,"a. 倾向一方的, 不平衡的"
408294,"a. 多嘴的, 好辩的, 吵闹的, 潺潺的"
408337,"n. 统治者, 阁下, 上帝\nvi. 称王, 作威作福\nvt. 使成贵族"
408393,n. 上议院；（前面与the连用）上院议员
408397,"n. 贵族身分, 主权, 支配"
408400,"n. 知识, 眼光"
408451,n. 洛雷塔（女子名）
408511,"n. 卡车, 货车\n[化] 载重汽车"
408531,abbr. 月球轨道航天器（Lunar Orbiter Spacecraft）；视线（Line of Sight）
408543,"vt. 遗失, 损失, 丢失, 使失去, 错过, 浪费, 迷失, 使迷路, 输去, 使沉溺于\nvi. 受损失, 失败"
408627,"n. 失败者, 遗失者\n[法] 失败者, 失物者, 遗失者"
408634,"a. 损失的, 输的\nn. 失败, 损失"
408645,"n. 损失, 遗失, 失败, 输, 错过, 伤亡\n[化] 损失"
408809,"a. 失去的, 遗失的, 迷惑的\nlose的过去式和过去分词"
408854,"n. 运气, 签, 抽签, 份额, 许多, 一堆\nvt. 划分\nvi. 抽签, 抓阄"
408889,"a. 不愿意的, 厌恶的"
408893,洛锡安区[英国苏格兰行政区名](包括原来的3个洛锡安郡)
408922,n. 洗液\n[化] 洗剂
408945,"n. 大量, 许多；一堆；命运（lot的复数）"
408957,"n. 奖券, 彩票, 运气\n[经] 抽彩给奖法"
408972,"n. 莲, 莲花, 荷花, 荷\n[电] LOTUS, 莲花公司"
408991,"n. 卢（女子名, 等于Louise或Lu）"
408998,"a. 大声的, 不断的, 喧吵的\nadv. 高声地, 大声地"
409022,"adv. 高声地, 大声地, 吵闹地"
409034,"n. 扩音器, 喇叭\n[电] 扬声器"
409063,n. 路易斯（男子名）
409131,n. 路易丝（女子名）
409146,"n. 闲逛, 休闲室, 长沙发\nvi. 闲混, (懒洋洋地)躺\nvt. 闲混"
409183,"n. 虱子, 寄生虫\n[医] 虱"
409203,"a. 污秽的, 恶心的, 生虱的"
409204,n. 蠢人\nvt. 愚弄\nvi. 屈服
409207,"a. 粗野的, 无礼的"
409233,"a. 可爱的, 惹人爱的"
409243,"n. 爱, 恋爱, 爱情, 爱好, 性爱\nvt. 爱, 爱好, 爱慕\nvi. 爱"
409244,"风流韵事, 强烈爱好"
409261,爱情生活
409269,"爱情故事, 恋爱小说"
409315,v. 热爱（love的过去分词）
409337,"a. 可爱的, 有趣的"
409344,"n. 爱人, 爱好者"
409372,"a. 亲爱的, 钟情的, 忠诚的"
409384,"n. 低点, 低价, 低, 牛叫声\na. 低的, 消沉的, 低等的, 浅的, 卑贱的\nadv. 低下地, 谦卑地, 低\nvi. 牛叫"
409724,"a. 抑制的, 低调的"
409781,a. 工资低的
409825," [医]低危的, 低风险的"
409906,a. 未受过好教育的
409916,n. 劳氏（世界知名跨国公司）；灵狮（全球第4大广告代理机构）
409940,"a. 低的, 下级的, 下层的\nvi. 降低, 跌落, 减弱\nvt. 放下, 降下, 减弱, 贬低"
410127,"n. 低地, 苏格兰低地\na. 低地的"
410149,"a. 地位低的, 卑下的, 谦卑的\nadv. 位置低下的, 低声地, 谦逊地"
410217,"a. 忠诚的, 忠实的, 忠贞的"
410220,"n. 忠诚的人, 反对独立者, 反佛朗哥派的人"
410228,"n. 忠贞, 忠诚, 忠实\n[法] 忠诚, 忠心"
410249,"n. 密纹唱片\n[计] 语言处理程序, 主程序员, 光笔, 线性协议, 表处理, 逻辑探头"
410315,n. 迷幻剂烈性麻醉药\n[计] 最小有效位
410343,[电] LT线上末端
410353,有限的
410446,"a. 润滑的\nn. 润滑物, 润滑油, 润滑剂"
410456,"vt. 使润滑, 涂油\nvi. 润滑"
410493,"n. 润滑, 注油, 润滑作用\n[计] 润滑"
410505,"a. 滑的, 光滑的, 淫荡的, 不稳定的"
410531,"n. 卢卡斯（男子名, 等于Luke）"
410547,n. 白斑狗鱼
410582,"a. 明晰的, 清澈的, 透明的, 透彻的\n[医] 清明的, 透明的, 清醒的"
410656,"n. 运气, 幸运, 好运, 侥幸\nvi. 靠好运成功"
410677,"adv. 幸运地, 幸亏, 侥幸"
410684,"a. 幸运的, 吉祥的, 好运的, 侥幸的"
410697,"a. 有利益的, 获利的, 合算的"
410705,"n. 收益, 钱财"
410714,"vi. 在灯下用功, 深入研究, 专心著作"
410732,n. 露西（女子名）
410759,"a. 可笑的, 滑稽的, 荒唐的"
410841,"v. 拖, 拉\nn. 一拖, 一拉, 耳朵, 耳状物, 装腔作势, 勒索"
410861,"n. 行李, 皮箱"
410930,n. 卢克（男子名）；路加（基督教早期信徒之一）；[圣经]路加福音
410939,"a. 微温的, 不热的, 不热情的\n[医] 微温的"
410960,"n. 暂停, 间歇, 稍息, 使人安静的东西\nvt. 使平静, 哄骗, 使安静\nvi. 变平静"
410963,"n. 摇篮曲, 催眠曲, 轻柔的音乐"
411020,"n. 木材, 破旧家俱, 废物, 隆隆声\nvt. 砍伐木材, 乱堆\nvi. 笨拙地移动, 喧闹地向前走, 隆隆地移动"
411029,"n. 伐木, 伐木业\na. 外形笨重的, 笨拙的, 步子沉重的, 动作迟缓的, 表达不流畅的"
411030,"n. 伐木工人, 板材上垛装置"
411082,"n. 流明, 腔\n[医] 腔, 流明(光通单位)"
411125,"n. 发光体, 杰出人物"
411167,"n. 光明, 光辉, 光度, 亮度\n[计] 亮度"
411172,"a. 发光的, 明亮的\n[医] 发光的"
411218,"n. 块, 瘤, 很多, 肿块, 笨人\nvt. 使成块状, 混在一起\nvi. 结块"
411234,"[计] 总额, 总结算"
411302,"a. 多瘤的, 波浪起伏的, 粗笨的"
411329,"a. 阴历的, 月的, 微亮的(指光)\n[医] 月的, 银的"
411363,"n. 疯人, 癫狂者, 愚蠢的人\na. 疯癫的, 愚蠢的, 丧心病狂的, 精神错乱的"
411374,n. 午餐
411400,"n. 午宴, 午餐会"
411402,na. 午餐肉
411416,n. 午餐时间
411445,"n. 肺, 肺脏, 空地\n[医] 肺"
411470,"n. 刺, 刺进, 跃进, 套马索\nv. 突进, 刺"
411657,"n. 惨败, 倾斜, 挫折, 举步蹒跚, 徘徊\nvi. 惨败, 倾斜, 徘徊\nvt. 击败"
411670,"n. 饵, 诱惑\nvt. 引诱, 诱惑"
411683,"a. 火烧似的, 苍白的, 华丽的, 可怕的"
411691,"n. 潜伏, 潜行\nvi. 暗藏, 潜伏, 埋伏\n[计] 隐匿阅读"
411722,"a. 甘美的, 浓厚的, 满足感官的"
411736,"a. 苍翠繁茂的, 多青草的, 丰富的\nn. 酒, 酒鬼\nv. 饮"
411758,"n. 贪欲, 欲望, 色欲\nvi. 贪求, 渴望, 动淫念"
411767,"n. 光彩, 荣誉, 光泽\nvi. 有光泽, 发亮\nvt. 使发光辉"
411811,"a. 有光泽的, 光辉的"
411821,"a. 健壮的, 精力充沛的"
411921,a. 路德教会的\nn. 路德教会
412020,n. 卢森堡公国；卢森堡（卢森堡公国首都）
412046,"a. 繁茂的, 丰富的, 肥沃的, 华丽的\n[医] 过盛的, 过多的"
412057,"a. 豪华的, 奢侈的, 放纵的"
412061,"n. 奢侈, 豪华\na. 奢侈的, 豪华的"
412289,[化] (商)莱克拉(聚氨基甲酸酯纤维)
412301,n. 吕底亚(小亚细亚古国)
412832,"n. 私刑, 私罚\nvt. 处以私刑处死, 加私刑"
412869,n. 林恩（姓氏）
412917,n. 里昂
412988,"n. 抒情诗, 歌词\na. 抒情的"
412991,"a. 抒情诗调的, 有抒情味的, 感情丰富的"
412994,adv. 抒情地；诗意地；狂热地
412997,"n. 抒情诗人, 歌曲作者"
413000,n. 歌词
413190,"[计] 尾数, 主要, 媒体, 介质, 中等, 存储器, 方式, 分, 模, 乘法器, 兆, 毫\n[医] 容积克分子(溶液), 容模的"
413301,"n. 妈\n[计] 存储器地址, 多路存取"
413308,"n. 夫人, 女王, 公主"
413335,n. 马斯特里赫特（荷兰东南部城市）
413362,"n. 防水胶布, (英)雨衣, 老兄, 老弟\n[计] 宏, 多路存取计算机, 苹果公司的微机"
413371,"a. 以死亡为主题的, 可怕的"
413501,n. 麦克唐纳（姓氏）；麦当劳快餐店
413543,"vi. 浸软, 消瘦\nvt. 把...浸软, 使消瘦"
413573,n. 马基高（高尔夫球品牌）；麦基嘉（芬兰公司名）
413638,"n. 阴谋, 图谋, 策划\n[法] 诡计, 奸计, 阴谋"
413641,"n. 机器, 机械装置, 机构, 自动售货机, 机械般工作的人\nvt. 以机器制造"
413685,机关枪
413752,n. 机床
413826,"n. 机器, 机械装置, 机构\n[化] 机械"
413841,n. 机器；机械（machine的复数）
413858,"n. 机械师, 机械安装修理工, 机械工\n[机] 机匠, 机器技工"
413869,[医] 结节型皮肤利什曼病
413893,"[计] Macintosh计算机\n[医] 橡皮防水布, 不透水布"
413923,n. 鲭
413953,"n. 马金托什防水布, 马金托什雨衣\n[化] 防水胶布"
414012,n. 麦克米伦（人名）\nn. (MacMillan)人名；(英)麦克米伦
414083,"pref. 宏\na. 巨大的, 大量的\n[计] 宏"
414749,"a. 有斑点的, 有污点的\nvt. 使有斑点, 使有污点"
414750,有斑点的
414776,"a. 疯狂的, 发疯的, 生气的, 愚蠢的, 狂欢的\nn. 狂怒"
414779,"n. 狂牛病, 牛绵状脑病"
414806,"n. 女士, 夫人"
414807,"n. 夫人, 小姐, 太太, 女士, 主妇, (非正式)喜欢差使/指使别人的女子, 鸨母"
414828,"vt. 使发狂, 激怒\nvi. 发狂, 发怒"
414855,"a. 人工制成的, 成功的, 创造的\nmake的过去式和过去分词"
414890,n. 马德琳（女子名）
414938,"adv. 发狂地, 精神失常地, 愚蠢地"
414940,"n. 疯子, 精神病患者\n[法] 疯子, 狂人"
414944,"n. 疯狂, 愚蠢的行为\n[医] 狂, 疯狂"
414953,"n. 圣母玛利亚, 圣母像"
414965,n. 马德拉斯薄棉布
414980,n. 马德里
414982,"n. 情歌, 小调, 重唱歌曲"
415030,"n. 大漩涡, 极度混乱"
415049,"n. 音乐大师, 大音乐家"
415069,"n. 黑手党, 秘密政党"
415080,"n. 杂志, 星期专刊, 期刊, 仓库, 军火库, 弹药, 库存物, 弹仓, 弹盘, 弹盒, 胶卷盒"
415114,"n. 杂志, 仓库, 弹盒, 胶卷盒\n[计] 卡片箱, 介质装卸程序"
415167,"n. 品红色, 洋红\n[化] (碱性)品红"
415180,n. 马吉（女子名）
415186,"n. 狂想, 空想, 蛆\n[医] 蛆"
415203,"n. 魔术, 魔法\na. 魔术的, 有魔力的, 不可思议的"
415229,"a. 魔术的, 有魔力的, 不可思议的"
415236,"n. 魔术家, 幻术家, 术士"
415265,"a. 长官的, 威严的, 有权威的\n[法] 长官的, 有权威的, 专横的"
415282,"n. 长官, 法官, 推事\n[法] 司法行政官, 治安法官, 地方法官"
415297,"n. 岩浆, 糊剂, 乳浆剂\n[化] 晶浆"
415344,n. 宽宏大量
415345,"a. 宽宏大量的, 有雅量的\n[法] 气量大的, 宽大的, 高尚的"
415350,"n. 大官, 巨头\n[法] 大官, 权贵, 大资本家"
415399,n. 镁\n[化] 镁Mg
415543,"n. 磁铁, 有吸引力之人, 有吸引力之物\n[化] 磁体"
415568,"a. 有磁性的, 有吸引力的, 催眠术的\n[医] 磁[性]的"
415686,磁场\n[化] 磁场
415920,"n. 磁性, 吸引力, 磁学, 催眠术\n[化] 磁学"
415935,"vt. 使带磁力, 吸引\nvi. 受磁"
416081,n. 磁层\n[电] 磁动层
416142,"n. 富丽堂皇, 华丽, 宏大"
416143,"a. 华丽的, 高尚的, 宏伟的"
416155,"vt. 放大, 扩大, 赞美, 夸大\nvi. 有放大能力"
416165,"a. 使用夸大文句的, 夸张的, 吹牛的"
416177,"n. 巨大, 重大, 重要, 大小, 数量, 星等(指星的亮度)\n[计] 大小"
416192,"n. 木兰, 浅桃红色\n[医] 木兰属"
416267,"n. 鹊, 珍种家鸽, 饶舌的人\na. 鹊的, 有收集癖的"
416389,"n. 桃花心木, 红褐色\n[机] 桃花心木"
416442,"n. 少女, 未婚女子, 女仆"
416452,"n. 年轻未婚女子, 少女, 处女\na. 未婚的, 处女的, 初次的, 无经验的"
416510,"n. 邮件, 邮政, 邮递, 盔甲\nvt. 邮寄, 给...穿盔甲\n[计] 邮件"
416552,"邮购\n[经] 邮购, 通信订购"
416602,"n. 邮筒, 邮箱\n[计] 邮箱, 电子邮箱"
416617,"n. 邮寄, 投递, 邮件, 农场租金"
416646,n. 邮件（mail的复数形式）
416652,"vt. 使残废, 使不能工作, 使伤残\n[医] 伤残, 残废"
416664,"n. 主要部分, 干线, 体力, 力量, 主群组\na. 主要的, 重要的, 全力的\n[计] 主群组"
416783,本土
416834," 干道, 主要道路"
416861,干流
416896,n. 主机\n[电] 主机
416909,"n. 大陆, 本土\n[法] 大陆"
416919,"adv. 主要地, 大抵"
416927,"n. 电源, 网路, 干线\n[电] 输电干线"
416936,"n. 主发条, 主要动机, 主要原因, 主要动力\n[法] 主要动机, 主要原因, 主要动力"
416938,"n. 主桅支索, 支柱, 中流砥柱"
416941,n. 主流
416950,"vt. 维持, 维修, 保持, 坚持, 供养, 主张\n[化] 维修"
416969,"n. 维护, 保持, 维修, 生活费用, 坚持, 扶养\n[计] 维护"
417168,"n. 玉蜀黍, 黄色\na. 玉蜀黍色的, 黄色的"
417189,"a. 宏伟的, 庄严的"
417194,"n. 最高权威, 威严, 王权, 雄伟, 庄严"
417205,"n. 主修课, 成年人, 陆军少校\na. 主要的, 较多的, 大部分的, 成年的, 严重的\nvi. 主修\n[计] 主要, 主要刻度"
417369,"n. 多数, 大半\n[计] 多数逻辑"
417407,n. 专业；主修（major的复数）
417440,"vt. 制造, 安排, 创造, 构成, 使得, 产生, 造成, 整理, 布置, 引起, 到达, 进行\nvi. 开始, 前进, 增大, 被制造, 被处理\nn. 制造, 构造, 性情"
417988,交朋友
417997,取笑
418274," 补足, 弥补, 编造, 虚构"
418281,确定
418423,"n. 制造者, 上帝\n[经] 制造者, 出票人"
